0.003497	0.028508	3.110039	0.000041	-0.012483	0.000300	-0.090290
0.030303	0.060670	3.111335	0.000392	-0.117790	0.000671	-0.201778
0.065152	0.109791	3.114591	0.000587	-0.176360	0.001271	-0.381817
0.100303	0.144658	3.119040	0.000962	-0.288734	0.001753	-0.525930
0.135152	0.187897	3.124737	0.001177	-0.352397	0.002358	-0.705879
0.170303	0.218107	3.131935	0.001372	-0.409928	0.002866	-0.855916
0.205758	0.251962	3.140254	0.001776	-0.528950	0.003444	-1.025677
0.240606	0.280376	3.149613	0.002041	-0.605949	0.003994	-1.185716
0.275455	0.298778	3.159845	0.002430	-0.719259	0.004462	-1.320244
0.310606	0.313344	3.170486	0.002727	-0.804350	0.004902	-1.445204
0.345455	0.337042	3.181876	0.002691	-0.790803	0.005461	-1.603962
0.380606	0.359608	3.194033	0.002917	-0.853799	0.006030	-1.764155
0.416061	0.381872	3.207437	0.003053	-0.889908	0.006632	-1.931738
0.450909	0.400082	3.221116	0.003292	-0.955515	0.007199	-2.087694
0.485758	0.424540	3.235309	0.003543	-1.023718	0.007850	-2.266207
0.520909	0.427244	3.250543	0.003416	-0.982513	0.008293	-2.382496
0.556061	0.433911	3.265186	0.003488	-0.998597	0.008764	-2.506191
0.591212	0.446509	3.280545	0.003650	-1.040024	0.009321	-2.652648
0.626364	0.467430	3.296621	0.003706	-1.051277	0.009993	-2.829305
0.661212	0.475081	3.312895	0.003852	-1.086742	0.010523	-2.964360
0.696061	0.488254	3.329714	0.004041	-1.133919	0.011131	-3.119433
0.731212	0.511307	3.347132	0.004189	-1.169409	0.011870	-3.308558
0.766364	0.534112	3.365699	0.004256	-1.181470	0.012641	-3.503261
0.801515	0.537778	3.384686	0.004206	-1.160629	0.013207	-3.638957
0.836364	0.539438	3.403519	0.004094	-1.122885	0.013746	-3.765964
0.871212	0.543807	3.421864	0.003876	-1.056742	0.014303	-3.897103
0.906364	0.552208	3.441188	0.003875	-1.049954	0.014936	-4.045898
0.941515	0.557573	3.461003	0.003947	-1.063114	0.015547	-4.186831
0.976667	0.559221	3.480335	0.003948	-1.057172	0.016102	-4.311669
1.012121	0.557182	3.500279	0.004082	-1.086672	0.016631	-4.427288
1.047273	0.558687	3.520021	0.004195	-1.110588	0.017196	-4.551529
1.082121	0.561498	3.539561	0.004277	-1.125899	0.017772	-4.677383
1.117273	0.558022	3.559344	0.004086	-1.068858	0.018280	-4.783566
1.152424	0.553341	3.578663	0.004260	-1.108516	0.018759	-4.881970
1.187576	0.536299	3.597847	0.004153	-1.074760	0.019082	-4.939384
1.222727	0.516071	3.616465	0.003879	-0.998249	0.019349	-4.982360
1.257576	0.488255	3.633598	0.003621	-0.927192	0.019478	-4.991914
1.292424	0.464236	3.650174	0.003479	-0.886090	0.019636	-5.009437
1.327879	0.442073	3.666299	0.003369	-0.853122	0.019802	-5.029493
1.363030	0.420971	3.681332	0.003304	-0.833063	0.019949	-5.046105
1.397879	0.409304	3.695665	0.003207	-0.806288	0.020194	-5.088014
1.433030	0.403421	3.709965	0.003141	-0.786460	0.020510	-5.147406
1.467879	0.380424	3.723647	0.002962	-0.738375	0.020592	-5.148866
1.502727	0.357593	3.736496	0.002715	-0.674297	0.020651	-5.145849
1.538182	0.321021	3.748478	0.002505	-0.620155	0.020509	-5.094384
1.573333	0.280269	3.759081	0.002123	-0.523505	0.020273	-5.022030
1.608182	0.225000	3.767812	0.001863	-0.457342	0.019798	-4.893678
1.643333	0.167526	3.774415	0.001317	-0.321741	0.019235	-4.746980
1.678182	0.098334	3.779148	0.000645	-0.155223	0.018470	-4.553384
1.704849	0.027727	3.781061	0.000170	-0.037812	0.017611	-4.340505
1.729697	-0.031480	3.780747	-0.000429	0.110258	0.016841	-4.151955
1.780303	-0.126127	3.776426	-0.001156	0.290607	0.015515	-3.830521
1.847273	-0.179303	3.765992	-0.001545	0.388578	0.014568	-3.607758
1.914848	-0.198070	3.753072	-0.001715	0.432321	0.014003	-3.480123
1.981818	-0.215552	3.739515	-0.002004	0.507491	0.013440	-3.352679
2.048485	-0.276368	3.723541	-0.002810	0.713362	0.012270	-3.074905
2.115757	-0.350187	3.702337	-0.003797	0.968682	0.010815	-2.726870
2.182727	-0.409745	3.676968	-0.004824	1.238671	0.009448	-2.399577
2.250000	-0.456018	3.647842	-0.006031	1.561687	0.008166	-2.091260
2.317273	-0.500720	3.615799	-0.007213	1.885957	0.006844	-1.768717
2.384243	-0.546912	3.580415	-0.008279	2.186011	0.005434	-1.418861
2.451212	-0.549181	3.543332	-0.008378	2.238281	0.004523	-1.193594
2.518182	-0.533284	3.507082	-0.008271	2.231685	0.003848	-1.026200
2.585151	-0.503643	3.472201	-0.008033	2.187011	0.003364	-0.906214
2.652424	-0.465183	3.439633	-0.007733	2.123776	0.003031	-0.824391
2.719697	-0.433859	3.409378	-0.007355	2.037027	0.002664	-0.731057
2.786364	-0.406294	3.381620	-0.007171	1.999528	0.002309	-0.638745
2.853636	-0.375687	3.355377	-0.006805	1.910812	0.002019	-0.563142
2.920606	-0.326176	3.332435	-0.006322	1.786346	0.002018	-0.566682
2.987576	-0.283606	3.312302	-0.005995	1.701490	0.002001	-0.565300
3.054848	-0.248737	3.295046	-0.005654	1.610649	0.001964	-0.557711
3.121818	-0.228713	3.279116	-0.005226	1.495040	0.001791	-0.511211
3.189091	-0.197509	3.264991	-0.005070	1.458806	0.001785	-0.511553
3.256061	-0.173914	3.252909	-0.004925	1.421034	0.001743	-0.501403
3.323030	-0.157676	3.241649	-0.004900	1.418136	0.001639	-0.473223
3.390303	-0.136876	3.231702	-0.004476	1.300387	0.001617	-0.468256
3.457273	-0.113312	3.223736	-0.004155	1.210671	0.001674	-0.485768
3.524242	-0.112746	3.216008	-0.004098	1.196390	0.001485	-0.432117
3.591515	-0.104385	3.209132	-0.003900	1.139714	0.001402	-0.408961
3.658485	-0.109085	3.201877	-0.003809	1.116234	0.001169	-0.341613
3.725758	-0.096275	3.195147	-0.003587	1.053490	0.001137	-0.333131
3.792727	-0.092975	3.189089	-0.003656	1.075204	0.001020	-0.299334
3.859697	-0.072964	3.183350	-0.003505	1.031858	0.001090	-0.320470
3.926970	-0.070587	3.178871	-0.003317	0.977961	0.001002	-0.295060
3.993636	-0.076904	3.173512	-0.003203	0.946436	0.000799	-0.235622
4.060909	-0.064937	3.168809	-0.003000	0.887589	0.000808	-0.238624
4.128182	-0.062685	3.164762	-0.002860	0.846997	0.000729	-0.215733
4.195151	-0.060102	3.160580	-0.002851	0.845336	0.000651	-0.192801
4.262121	-0.055478	3.156422	-0.002608	0.774265	0.000595	-0.176410
4.329091	-0.043091	3.153362	-0.002457	0.730616	0.000649	-0.192658
4.396060	-0.054432	3.150346	-0.002398	0.713076	0.000452	-0.134282
4.463333	-0.055236	3.146580	-0.002232	0.664347	0.000348	-0.103500
