-0.000995	0.078944	3.549784	-0.000065	0.017188	0.000761	-0.201180
0.026636	0.273115	3.555479	0.001283	-0.338665	0.002787	-0.735764
0.061455	0.480748	3.568805	0.002727	-0.716854	0.005149	-1.353165
0.096091	0.620844	3.588053	0.003982	-1.040668	0.007019	-1.833796
0.130909	0.720420	3.611427	0.005043	-1.308890	0.008613	-2.234715
0.165727	0.804249	3.638026	0.005900	-1.519654	0.010150	-2.613058
0.200636	0.872527	3.667419	0.006502	-1.661161	0.011618	-2.965937
0.235545	0.918434	3.698676	0.006603	-1.672860	0.012921	-3.269635
0.270364	0.937250	3.730804	0.006491	-1.630670	0.013978	-3.505809
0.305182	0.958202	3.763710	0.006533	-1.626611	0.015082	-3.748752
0.340091	0.976894	3.797519	0.006644	-1.639136	0.016192	-3.987744
0.375000	0.996386	3.831840	0.006792	-1.660246	0.017329	-4.228302
0.409636	1.015585	3.866795	0.006985	-1.692099	0.018484	-4.468224
0.444364	1.041064	3.902466	0.007040	-1.690337	0.019730	-4.724725
0.479182	1.059246	3.939037	0.006947	-1.653517	0.020928	-4.963812
0.514182	1.078203	3.976499	0.006750	-1.592572	0.022164	-5.206003
0.549182	1.100022	4.014668	0.006599	-1.542330	0.023456	-5.455565
0.584000	1.110638	4.053056	0.006239	-1.444404	0.024634	-5.673921
0.618727	1.111925	4.091672	0.005990	-1.372854	0.025715	-5.865953
0.653455	1.113194	4.130447	0.005904	-1.339510	0.026802	-6.055268
0.688364	1.108774	4.169272	0.005925	-1.330886	0.027826	-6.226870
0.723182	1.106588	4.207997	0.005970	-1.328232	0.028873	-6.400468
0.758000	1.101351	4.246552	0.006137	-1.352732	0.029879	-6.562311
0.792818	1.107365	4.285017	0.006428	-1.403904	0.031016	-6.749579
0.827636	1.107301	4.323651	0.006667	-1.442551	0.032088	-6.919032
0.862455	1.104633	4.362250	0.006875	-1.474080	0.033127	-7.078761
0.897273	1.096000	4.400659	0.007047	-1.497310	0.034089	-7.219570
0.932364	1.082647	4.438891	0.007109	-1.496858	0.034986	-7.344825
0.967364	1.073259	4.476788	0.007336	-1.530859	0.035921	-7.476270
1.002091	1.070730	4.514050	0.007536	-1.559449	0.036924	-7.620274
1.036818	1.071352	4.551392	0.007954	-1.632357	0.037968	-7.770313
1.071636	1.075907	4.588853	0.008243	-1.678040	0.039067	-7.928598
1.106727	1.084084	4.626841	0.008619	-1.740276	0.040229	-8.095915
1.141636	1.096317	4.665011	0.009107	-1.823236	0.041451	-8.272058
1.176364	1.102009	4.703338	0.009603	-1.906366	0.042596	-8.429755
1.211091	1.100553	4.741842	0.009827	-1.934581	0.043653	-8.567555
1.245727	1.091643	4.779809	0.010016	-1.956952	0.044596	-8.682131
1.280455	1.085944	4.817517	0.010245	-1.986680	0.045575	-8.801975
1.315455	1.079768	4.855480	0.010535	-2.027261	0.046553	-8.919498
1.350455	1.083199	4.893406	0.010907	-2.083099	0.047661	-9.059590
1.385000	1.088451	4.930936	0.011116	-2.106908	0.048784	-9.201102
1.419727	1.079790	4.968667	0.011322	-2.130097	0.049722	-9.305758
1.454636	1.058295	5.006082	0.011327	-2.115365	0.050471	-9.374635
1.489455	1.000869	5.042014	0.010795	-2.001945	0.050669	-9.344764
1.524364	0.922422	5.075527	0.010070	-1.855683	0.050493	-9.251634
1.559364	0.838116	5.106340	0.009072	-1.662100	0.050145	-9.133573
1.594182	0.724768	5.133590	0.007496	-1.366512	0.049271	-8.928699
1.628818	0.568525	5.155962	0.005471	-0.991820	0.047634	-8.597725
1.663636	0.327872	5.171738	0.002444	-0.439959	0.044593	-8.029181
1.690753	0.077750	5.177625	-0.000347	0.066753	0.041149	-7.405555
1.707595	-0.086755	5.177307	-0.001966	0.360682	0.038778	-6.982440
1.742909	-0.359995	5.168214	-0.004273	0.782162	0.034639	-6.253138
1.787364	-0.482392	5.148596	-0.005501	1.009915	0.032425	-5.878019
1.831818	-0.518993	5.126211	-0.005970	1.099774	0.031377	-5.713921
1.876091	-0.576164	5.101825	-0.006629	1.225962	0.029997	-5.490106
1.920273	-0.649632	5.074768	-0.007505	1.394112	0.028336	-5.215212
1.964818	-0.727810	5.043920	-0.008550	1.597587	0.026534	-4.915071
2.009273	-0.780526	5.010093	-0.009548	1.795785	0.025032	-4.669333
2.053182	-0.813240	4.974901	-0.010417	1.972721	0.023784	-4.468956
2.097273	-0.828162	4.938725	-0.011150	2.127175	0.022764	-4.309354
2.141546	-0.849035	4.901690	-0.011905	2.289096	0.021648	-4.129855
2.185909	-0.877287	4.863414	-0.012679	2.456307	0.020411	-3.925288
2.230364	-0.892018	4.824066	-0.013325	2.601589	0.019336	-3.749655
2.274727	-0.900304	4.784222	-0.013594	2.677025	0.018340	-3.586632
2.319000	-0.894909	4.744411	-0.013684	2.718063	0.017525	-3.456573
2.363364	-0.888319	4.704965	-0.013774	2.758207	0.016734	-3.328623
2.407818	-0.882959	4.665504	-0.013786	2.784279	0.015926	-3.195125
2.452182	-0.892238	4.626352	-0.013964	2.844370	0.014938	-3.022857
2.496546	-0.912194	4.586194	-0.014161	2.910120	0.013796	-2.816859
2.541000	-0.921060	4.545249	-0.014248	2.955080	0.012781	-2.633597
2.585273	-0.923867	4.504221	-0.014168	2.966197	0.011842	-2.462757
2.629455	-0.920837	4.463427	-0.014068	2.973353	0.010981	-2.304971
2.673909	-0.916688	4.422627	-0.014025	2.992645	0.010133	-2.147105
2.718273	-0.913931	4.382011	-0.013829	2.978373	0.009273	-1.983430
2.762364	-0.907315	4.341852	-0.013624	2.960943	0.008470	-1.828556
2.806545	-0.888569	4.302069	-0.013265	2.909300	0.007816	-1.703373
2.851091	-0.871159	4.262948	-0.013040	2.885319	0.007159	-1.574603
2.895455	-0.867486	4.224328	-0.012739	2.844137	0.006350	-1.409764
2.939545	-0.859880	4.186174	-0.012439	2.802427	0.005597	-1.254071
2.983818	-0.841291	4.148449	-0.012021	2.733023	0.004977	-1.125464
3.028182	-0.810570	4.111819	-0.011472	2.631668	0.004515	-1.030098
3.072636	-0.781891	4.076469	-0.011023	2.551066	0.004052	-0.932709
3.117091	-0.764782	4.042217	-0.010725	2.502824	0.003481	-0.808165
3.161364	-0.758556	4.008639	-0.010426	2.452739	0.002803	-0.656297
3.205636	-0.755808	3.975086	-0.010253	2.432416	0.002087	-0.492874
3.250000	-0.739988	3.941798	-0.009871	2.360898	0.001518	-0.361548
3.294273	-0.722596	3.909401	-0.009389	2.263688	0.000983	-0.236113
3.338546	-0.708989	3.877647	-0.009017	2.191538	0.000420	-0.101650
3.382818	-0.686403	3.846797	-0.008557	2.095172	-0.000031	0.007565
3.427182	-0.667864	3.816882	-0.008139	2.007454	-0.000506	0.124620
3.471545	-0.650198	3.787604	-0.007800	1.939006	-0.000979	0.242878
