-0.001155	0.057429	4.229952	-0.000079	0.017576	0.001494	-0.333071
0.028091	0.156331	4.233588	0.002467	-0.548925	0.004222	-0.939788
0.065727	0.268562	4.241486	0.005498	-1.220637	0.007485	-1.661675
0.103364	0.366235	4.253562	0.008275	-1.830518	0.010559	-2.335625
0.141000	0.452782	4.269051	0.010853	-2.390541	0.013504	-2.974249
0.178727	0.522938	4.287403	0.012950	-2.839012	0.016159	-3.541572
0.216455	0.578114	4.308189	0.014424	-3.146227	0.018539	-4.041488
0.254182	0.626928	4.330806	0.015643	-3.393485	0.020846	-4.518321
0.291909	0.667156	4.355267	0.016715	-3.604778	0.023018	-4.958812
0.329636	0.713190	4.381202	0.017885	-3.832736	0.025429	-5.442983
0.367182	0.742660	4.408633	0.018852	-4.013810	0.027470	-5.840730
0.405000	0.762147	4.436971	0.019611	-4.148085	0.029287	-6.185079
0.442818	0.777954	4.465915	0.019980	-4.198378	0.031037	-6.510015
0.480273	0.794633	4.495175	0.020128	-4.202464	0.032834	-6.839540
0.517909	0.809145	4.525051	0.020110	-4.171036	0.034604	-7.158312
0.555727	0.822484	4.555826	0.020119	-4.144005	0.036389	-7.474165
0.593455	0.835081	4.586900	0.020168	-4.125355	0.038173	-7.784819
0.631182	0.839266	4.618262	0.020317	-4.127762	0.039732	-8.045642
0.668818	0.833171	4.649557	0.020255	-4.087161	0.040992	-8.243129
0.706545	0.833315	4.680839	0.020056	-4.019631	0.042433	-8.473696
0.744273	0.834855	4.712126	0.020135	-4.008749	0.043916	-8.709422
0.781818	0.830277	4.743301	0.020322	-4.019677	0.045213	-8.905877
0.819364	0.826454	4.774304	0.020163	-3.962285	0.046524	-9.102663
0.857091	0.831099	4.805459	0.020213	-3.946666	0.048096	-9.346920
0.894909	0.840657	4.837023	0.020348	-3.947396	0.049840	-9.619755
0.932545	0.840410	4.868557	0.020297	-3.911902	0.051287	-9.832706
0.970273	0.831193	4.899860	0.020189	-3.866807	0.052448	-9.989340
1.008091	0.826596	4.931096	0.019988	-3.805158	0.053746	-10.169754
1.045727	0.826700	4.962052	0.019821	-3.749855	0.055177	-10.373103
1.083273	0.819858	4.992886	0.019688	-3.701915	0.056385	-10.532897
1.120818	0.808316	5.023306	0.019716	-3.684855	0.057423	-10.660379
1.158636	0.806293	5.053729	0.019645	-3.650364	0.058760	-10.840884
1.196455	0.798176	5.083933	0.019285	-3.563097	0.059892	-10.982420
1.234091	0.790312	5.113434	0.019016	-3.493423	0.060997	-11.118939
1.271727	0.773000	5.142902	0.018457	-3.371656	0.061792	-11.198378
1.309455	0.740603	5.171303	0.018033	-3.276518	0.062040	-11.181813
1.347182	0.728748	5.198687	0.017777	-3.214266	0.062905	-11.276683
1.384818	0.732889	5.226157	0.017530	-3.154568	0.064296	-11.463300
